Üniversite,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
AFYON KOCATEPE ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (İÖ) (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SOZ
AFYON KOCATEPE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SOZ
AFYON KOCATEPE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SOZ
AFYON KOCATEPE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SOZ
AFYON KOCATEPE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SOZ
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),AĞRI,Dolmadı,SOZ
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ İktisadi ve İdari Bilimler Fakültesi Akademik Kadro,Halkla İlişkiler ve Reklamcılık (Fakülte) (4 Yıllık),AĞRI,Dolmadı,SOZ
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (İÖ) (4 Yıllık),AĞRI,Dolmadı,SOZ
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),AĞRI,Dolmadı,SOZ
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),AĞRI,Dolmadı,SOZ
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),AĞRI,Dolmadı,SOZ
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),AĞRI,Dolmadı,SOZ
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),AĞRI,Dolmadı,SOZ
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),AĞRI,Dolmadı,SOZ
AKSARAY ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),AKSARAY,Dolmadı,SOZ
AKSARAY ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (İÖ) (4 Yıllık),AKSARAY,Dolmadı,SOZ
AKSARAY ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),AKSARAY,Dolmadı,SOZ
AKSARAY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),AKSARAY,Dolmadı,SOZ
AMASYA ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),AMASYA,Dolmadı,SOZ
AMASYA ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),AMASYA,Dolmadı,SOZ
AMASYA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),AMASYA,Dolmadı,SOZ
AMASYA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),AMASYA,Dolmadı,SOZ
ANADOLU ÜNİVERSİTESİ Açıköğretim Fakültesi Akademik Kadro,Tarih (Açıköğretim) (Açıköğretim) (4 Yıllık),ESKİŞEHİR,Dolmadı,SOZ
ANADOLU ÜNİVERSİTESİ Açıköğretim Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (Açıköğretim) (Açıköğretim) (4 Yıllık),ESKİŞEHİR,Dolmadı,SOZ
ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (KKTC Uyruklu) (4 Yıllık),ANKARA,Dolmadı,SOZ
ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ KKTC Akademik Birim (Lefkoşa) Akademik Kadro,İlahiyat (Burslu) (4 Yıllık),ANKARA,Dolmadı,SOZ
ANKARA ÜNİVERSİTESİ Dil ve Tarih Coğrafya Fakültesi Akademik Kadro,Sanat Tarihi (KKTC Uyruklu) (4 Yıllık),ANKARA,Dolmadı,SOZ
ARDAHAN ÜNİVERSİTESİ Ardahan İnsani Bilimler ve Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),ARDAHAN,Dolmadı,SOZ
ARDAHAN ÜNİVERSİTESİ Ardahan İnsani Bilimler ve Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),ARDAHAN,Dolmadı,SOZ
ARDAHAN ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (4 Yıllık),ARDAHAN,Dolmadı,SOZ
ARDAHAN ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ARDAHAN,Dolmadı,SOZ
ARDAHAN ÜNİVERSİTESİ Ardahan İnsani Bilimler ve Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),ARDAHAN,Dolmadı,SOZ
ARDAHAN ÜNİVERSİTESİ Ardahan İnsani Bilimler ve Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),ARDAHAN,Dolmadı,SOZ
ARDAHAN ÜNİVERSİTESİ Ardahan İnsani Bilimler ve Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),ARDAHAN,Dolmadı,SOZ
ARTVİN ÇORUH ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),ARTVİN,Dolmadı,SOZ
ARTVİN ÇORUH ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),ARTVİN,Dolmadı,SOZ
ARTVİN ÇORUH ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),ARTVİN,Dolmadı,SOZ
ARTVİN ÇORUH ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),ARTVİN,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,Fotoğraf (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (İÖ) (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (İÖ) (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ Açıköğretim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (Açıköğretim) (Açıköğretim) (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (İÖ) (4 Yıllık)",ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ Açıköğretim Fakültesi Akademik Kadro,Reklamcılık (Açıköğretim) (Açıköğretim) (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (İÖ) (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ Açıköğretim Fakültesi Akademik Kadro,Tarih (Açıköğretim) (Açıköğretim) (4 Yıllık),ERZURUM,Dolmadı,SOZ
ATATÜRK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),ERZURUM,Dolmadı,SOZ
BALIKESİR ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (KKTC Uyruklu) (4 Yıllık),BALIKESİR,Dolmadı,SOZ
BALIKESİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,SOZ
BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),BALIKESİR,Dolmadı,SOZ
BARTIN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),BARTIN,Dolmadı,SOZ
BARTIN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (İÖ) (4 Yıllık),BARTIN,Dolmadı,SOZ
BARTIN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (4 Yıllık),BARTIN,Dolmadı,SOZ
BARTIN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),BARTIN,Dolmadı,SOZ
BARTIN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),BARTIN,Dolmadı,SOZ
BARTIN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),BARTIN,Dolmadı,SOZ
BARTIN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),BARTIN,Dolmadı,SOZ
BARTIN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),BARTIN,Dolmadı,SOZ
BARTIN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),BARTIN,Dolmadı,SOZ
BATMAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),BATMAN,Dolmadı,SOZ
BATMAN ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,Sinema ve Televizyon (4 Yıllık),BATMAN,Dolmadı,SOZ
BATMAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),BATMAN,Dolmadı,SOZ
BAYBURT ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (4 Yıllık),BAYBURT,Dolmadı,SOZ
BAYBURT ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),BAYBURT,Dolmadı,SOZ
BAYBURT ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),BAYBURT,Dolmadı,SOZ
BAYBURT ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),BAYBURT,Dolmadı,SOZ
BAYBURT ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Tarih (4 Yıllık),BAYBURT,Dolmadı,SOZ
BAYBURT ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),BAYBURT,Dolmadı,SOZ
BAYBURT ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),BAYBURT,Dolmadı,SOZ
BAYBURT ÜNİVERSİTESİ İnsan ve Toplum Bilimleri Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),BAYBURT,Dolmadı,SOZ
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (İÖ) (4 Yıllık),BİLECİK,Dolmadı,SOZ
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (4 Yıllık),BİLECİK,Dolmadı,SOZ
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (İÖ) (4 Yıllık),BİLECİK,Dolmadı,SOZ
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),BİLECİK,Dolmadı,SOZ
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),BİLECİK,Dolmadı,SOZ
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),BİLECİK,Dolmadı,SOZ
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),BİNGÖL,Dolmadı,SOZ
BİNGÖL ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (4 Yıllık),BİNGÖL,Dolmadı,SOZ
BİNGÖL ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),BİNGÖL,Dolmadı,SOZ
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Kürt Dili ve Edebiyatı (4 Yıllık),BİNGÖL,Dolmadı,SOZ
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),BİNGÖL,Dolmadı,SOZ
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),BİNGÖL,Dolmadı,SOZ
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),BİNGÖL,Dolmadı,SOZ
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),BİNGÖL,Dolmadı,SOZ
BİNGÖL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Zaza Dili ve Edebiyatı (4 Yıllık),BİNGÖL,Dolmadı,SOZ
BİTLİS EREN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (4 Yıllık),BİTLİS,Dolmadı,SOZ
BİTLİS EREN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),BİTLİS,Dolmadı,SOZ
BİTLİS EREN ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",BİTLİS,Dolmadı,SOZ
BİTLİS EREN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),BİTLİS,Dolmadı,SOZ
BİTLİS EREN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),BİTLİS,Dolmadı,SOZ
BİTLİS EREN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),BİTLİS,Dolmadı,SOZ
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (İÖ) (4 Yıllık),BOLU,Dolmadı,SOZ
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),BOLU,Dolmadı,SOZ
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),BOLU,Dolmadı,SOZ
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),BURDUR,Dolmadı,SOZ
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),BURDUR,Dolmadı,SOZ
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),ÇANAKKALE,Dolmadı,SOZ
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Coğrafya (İÖ) (4 Yıllık),ÇANKIRI,Dolmadı,SOZ
ÇANKIRI KARATEKİN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (4 Yıllık),ÇANKIRI,Dolmadı,SOZ
ÇANKIRI KARATEKİN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (İÖ) (4 Yıllık),ÇANKIRI,Dolmadı,SOZ
ÇANKIRI KARATEKİN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),ÇANKIRI,Dolmadı,SOZ
ÇANKIRI KARATEKİN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),ÇANKIRI,Dolmadı,SOZ
"ÇANKIRI KARATEKİN ÜNİVERSİTESİ Sanat, Tasarım ve Mimarlık Fakültesi Akademik Kadro",Sinema ve Televizyon (4 Yıllık),ÇANKIRI,Dolmadı,SOZ
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),ÇANKIRI,Dolmadı,SOZ
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),ÇANKIRI,Dolmadı,SOZ
ÇANKIRI KARATEKİN ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),ÇANKIRI,Dolmadı,SOZ
DİCLE ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),DİYARBAKIR,Dolmadı,SOZ
DİCLE ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),DİYARBAKIR,Dolmadı,SOZ
DOKUZ EYLÜL ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,Çizgi Film ve Animasyon (KKTC Uyruklu) (4 Yıllık),İZMİR,Dolmadı,SOZ
DOKUZ EYLÜL ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,Film Tasarımı ve Yazarlığı (KKTC Uyruklu) (4 Yıllık),İZMİR,Dolmadı,SOZ
DÜZCE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Çerkez Dili ve Kültürü (4 Yıllık),DÜZCE,Dolmadı,SOZ
DÜZCE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Gürcü Dili ve Edebiyatı (4 Yıllık),DÜZCE,Dolmadı,SOZ
DÜZCE ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),DÜZCE,Dolmadı,SOZ
ERCİYES ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Çerkez Dili ve Kültürü (4 Yıllık),KAYSERİ,Dolmadı,SOZ
ERCİYES ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (İÖ) (4 Yıllık),KAYSERİ,Dolmadı,SOZ
ERCİYES ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (İÖ) (4 Yıllık),KAYSERİ,Dolmadı,SOZ
ERCİYES ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (Uzaktan Öğretim) (4 Yıllık),KAYSERİ,Dolmadı,SOZ
ERCİYES ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (İÖ) (4 Yıllık)",KAYSERİ,Dolmadı,SOZ
ERCİYES ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (İÖ) (4 Yıllık),KAYSERİ,Dolmadı,SOZ
ERCİYES ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),KAYSERİ,Dolmadı,SOZ
ERCİYES ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Halkbilimi (4 Yıllık),KAYSERİ,Dolmadı,SOZ
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),ERZİNCAN,Dolmadı,SOZ
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),ERZİNCAN,Dolmadı,SOZ
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),ERZİNCAN,Dolmadı,SOZ
ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),ERZİNCAN,Dolmadı,SOZ
ERZURUM TEKNİK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),ERZURUM,Dolmadı,SOZ
ERZURUM TEKNİK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),ERZURUM,Dolmadı,SOZ
ERZURUM TEKNİK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),ERZURUM,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İnsani ve Sosyal Bilimler Fakültesi Akademik Kadro,Coğrafya (İÖ) (4 Yıllık),ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İnsani ve Sosyal Bilimler Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (İÖ) (4 Yıllık),ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Görsel İletişim Tasarımı (4 Yıllık),ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (İÖ) (4 Yıllık),ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (4 Yıllık),ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (İÖ) (4 Yıllık)",ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İnsani ve Sosyal Bilimler Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),ELAZIĞ,Dolmadı,SOZ
FIRAT ÜNİVERSİTESİ İnsani ve Sosyal Bilimler Fakültesi Akademik Kadro,Tarih (4 Yıllık),ELAZIĞ,Dolmadı,SOZ
GİRESUN ÜNİVERSİTESİ Tirebolu İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),GİRESUN,Dolmadı,SOZ
GİRESUN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (İÖ) (4 Yıllık),GİRESUN,Dolmadı,SOZ
GİRESUN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),GİRESUN,Dolmadı,SOZ
GİRESUN ÜNİVERSİTESİ Tirebolu İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",GİRESUN,Dolmadı,SOZ
GİRESUN ÜNİVERSİTESİ Turizm Fakültesi (Keşap) Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (4 Yıllık),GİRESUN,Dolmadı,SOZ
GİRESUN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),GİRESUN,Dolmadı,SOZ
GİRESUN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),GİRESUN,Dolmadı,SOZ
GİRESUN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),GİRESUN,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
